,S0,S1,S2,S3,AVG
442,102.0,328.0,470.0,172.0,268.0
443,101.0,329.0,470.0,173.0,268.0
444,101.0,328.0,469.0,172.0,267.0
445,101.0,327.0,468.0,170.0,266.0
446,101.0,327.0,467.0,169.0,266.0
447,103.0,327.0,466.0,168.0,266.0
448,105.0,327.0,467.0,168.0,266.0
449,102.0,327.0,467.0,168.0,266.0
450,102.0,327.0,467.0,168.0,266.0
451,101.0,328.0,468.0,168.0,266.0
452,101.0,328.0,468.0,168.0,266.0
453,101.0,328.0,468.0,168.0,266.0
454,102.0,326.0,467.0,167.0,265.0
455,105.0,323.0,467.0,168.0,265.0
456,102.0,323.0,467.0,168.0,265.0
457,103.0,323.0,467.0,168.0,265.0
458,104.0,327.0,466.0,168.0,266.0
459,103.0,323.0,466.0,170.0,265.0
460,103.0,327.0,466.0,170.0,266.0
461,101.0,328.0,466.0,170.0,266.0
462,103.0,328.0,466.0,170.0,266.0
463,103.0,328.0,466.0,170.0,266.0
464,103.0,329.0,466.0,169.0,266.0
465,103.0,328.0,466.0,170.0,266.0
466,103.0,329.0,467.0,168.0,266.0
467,104.0,329.0,467.0,168.0,267.0
468,103.0,329.0,467.0,169.0,267.0
469,102.0,329.0,467.0,169.0,266.0
470,101.0,330.0,467.0,169.0,266.0
471,101.0,330.0,467.0,169.0,266.0
472,101.0,331.0,467.0,168.0,266.0
473,101.0,331.0,468.0,169.0,267.0
474,101.0,332.0,468.0,170.0,267.0
475,100.0,332.0,468.0,170.0,267.0
476,100.0,332.0,468.0,171.0,267.0
477,99.0,333.0,468.0,171.0,267.0
478,99.0,333.0,469.0,171.0,268.0
479,100.0,333.0,469.0,170.0,268.0
480,100.0,333.0,468.0,170.0,267.0
481,100.0,333.0,468.0,170.0,267.0
482,100.0,333.0,467.0,171.0,267.0
483,100.0,335.0,468.0,172.0,268.0
484,99.0,335.0,467.0,171.0,268.0
485,100.0,334.0,467.0,171.0,268.0
486,100.0,335.0,467.0,171.0,268.0
487,100.0,342.0,466.0,171.0,269.0
488,100.0,337.0,466.0,172.0,268.0
489,99.0,338.0,466.0,171.0,268.0
490,101.0,338.0,465.0,170.0,268.0
491,104.0,337.0,465.0,168.0,268.0
492,106.0,338.0,465.0,168.0,269.0
493,105.0,335.0,466.0,168.0,268.0
494,106.0,334.0,467.0,168.0,268.0
495,104.0,335.0,467.0,168.0,268.0
496,105.0,334.0,467.0,167.0,268.0
497,106.0,336.0,467.0,166.0,268.0
498,106.0,338.0,467.0,167.0,269.0
499,106.0,340.0,467.0,167.0,270.0
500,108.0,340.0,467.0,166.0,270.0
501,106.0,342.0,467.0,166.0,270.0
502,106.0,362.0,468.0,166.0,275.0
503,106.0,349.0,467.0,166.0,272.0
