,S0,S1,S2,S3,AVG
565,283.0,322.0,353.0,124.0,270.0
566,282.0,321.0,351.0,124.0,269.0
567,282.0,322.0,351.0,123.0,269.0
568,283.0,322.0,353.0,124.0,270.0
569,283.0,321.0,353.0,124.0,270.0
570,282.0,321.0,353.0,124.0,270.0
571,283.0,321.0,353.0,124.0,270.0
572,283.0,322.0,353.0,124.0,270.0
573,283.0,322.0,353.0,124.0,270.0
574,282.0,321.0,353.0,124.0,270.0
575,282.0,321.0,353.0,124.0,270.0
576,282.0,321.0,353.0,124.0,270.0
577,282.0,321.0,353.0,124.0,270.0
578,282.0,322.0,353.0,124.0,270.0
579,283.0,321.0,352.0,124.0,270.0
580,282.0,321.0,353.0,124.0,270.0
581,283.0,321.0,352.0,124.0,270.0
582,282.0,321.0,353.0,124.0,270.0
583,282.0,321.0,353.0,124.0,270.0
584,282.0,321.0,352.0,124.0,269.0
585,282.0,321.0,351.0,123.0,269.0
586,282.0,322.0,352.0,124.0,270.0
587,282.0,321.0,351.0,123.0,269.0
588,281.0,322.0,351.0,124.0,269.0
589,283.0,322.0,353.0,124.0,270.0
590,282.0,321.0,352.0,124.0,269.0
591,284.0,321.0,353.0,124.0,270.0
592,282.0,321.0,353.0,124.0,270.0
593,282.0,321.0,352.0,124.0,269.0
594,282.0,321.0,353.0,123.0,269.0
595,282.0,321.0,353.0,124.0,270.0
596,282.0,321.0,352.0,124.0,269.0
597,282.0,321.0,353.0,124.0,270.0
598,282.0,321.0,353.0,124.0,270.0
599,283.0,321.0,353.0,124.0,270.0
600,283.0,321.0,353.0,124.0,270.0
601,283.0,321.0,353.0,124.0,270.0
602,282.0,321.0,354.0,124.0,270.0
603,282.0,321.0,353.0,124.0,270.0
604,282.0,321.0,352.0,123.0,269.0
605,282.0,321.0,353.0,124.0,270.0
606,282.0,321.0,354.0,124.0,270.0
607,283.0,321.0,354.0,125.0,270.0
608,283.0,322.0,354.0,124.0,270.0
609,283.0,322.0,354.0,124.0,270.0
610,282.0,321.0,354.0,124.0,270.0
611,283.0,322.0,354.0,125.0,271.0
612,282.0,321.0,353.0,124.0,270.0
613,282.0,321.0,354.0,124.0,270.0
614,282.0,321.0,353.0,124.0,270.0
615,282.0,321.0,353.0,124.0,270.0
616,282.0,321.0,353.0,124.0,270.0
617,281.0,321.0,353.0,124.0,269.0
618,281.0,321.0,353.0,124.0,269.0
619,282.0,322.0,353.0,124.0,270.0
620,282.0,321.0,354.0,125.0,270.0
621,282.0,321.0,354.0,124.0,270.0
622,282.0,321.0,353.0,125.0,270.0
623,282.0,321.0,352.0,124.0,269.0
624,282.0,321.0,353.0,124.0,270.0
625,282.0,321.0,353.0,124.0,270.0
626,282.0,321.0,353.0,124.0,270.0
627,281.0,321.0,352.0,124.0,269.0
628,281.0,321.0,352.0,124.0,269.0
629,282.0,321.0,353.0,124.0,270.0
630,282.0,321.0,352.0,124.0,269.0
631,282.0,321.0,353.0,124.0,270.0
632,283.0,321.0,353.0,124.0,270.0
